Code;Name area;Number ;Full name;Address;Head;Phone code;Contact number;E-mail;Website;Russian language,amount OGE;Russian language,GPA OGE;Russian language,spravlyaemost OGE;Mathematics,amount OGE;Mathematics,GPA OGE;Mathematics,spravlyaemost OGE;Russian language,amount EGE;Russian language,GPA EGE;Russian language,spravlyaemost EGE;Mathematics profil,amount EGE;Mathematics profil,GPA EGE;Mathematics profil,spravlyaemost EGE;Mathematics base,amount EGE;Mathematics base,GPA EGE;Mathematics base,spravlyaemost EGE;Physics,amount EGE;Physics,GPA EGE;Physics,spravlyaemost EGE;Chemistry,amount EGE;Chemistry,GPA EGE;Chemistry,spravlyaemost EGE;Computer science,amount EGE;Computer science,GPA EGE;Computer science,spravlyaemost EGE;Biology,amount EGE;Biology,GPA EGE;Biology,spravlyaemost EGE;History,amount EGE;History,GPA EGE;History,spravlyaemost EGE;Geography,amount EGE;Geography,GPA EGE;Geography,spravlyaemost EGE;English,amount EGE;English,GPA EGE;English,spravlyaemost EGE;Social Studies,amount EGE;Social Studies,GPA EGE;Social Studies,spravlyaemost EGE;Literature,amount EGE;Literature,GPA EGE;Literature,spravlyaemost EGE;Lat;Long
763117;Переславский;;Муниципальное образовательное учреждение Кубринская средняя общеобразовательная школа Переславского муниципального района Ярославской области;152032, Ярославская обл., Переславский р-н, с. Кубринск, ул. Советская, д.5;Гаврилов Юрий Борисович;48535;48533;kybryur@rambler.ru;http://76pz-kybr.edusite.ru/;10;30,6;100;10;14;100;5;70,6;100;5;58,2;100;5;4,8;100;1;54;100;3;67;100;-;-;-;3;75,7;100;-;-;-;-;-;-;-;-;-;1;69;100;-;-;-;56.719249;38.363066
763118;Переславский;;муниципальное образовательное учреждение Купанская средняя общеобразовательная школа Переславского муниципального района;152018, Ярославская обл., Переславский р-н, пос. Купанское, ул. Советская, д.1;Мальцев Валерий Анатольевич;48535;49346;maltsev.1977@mail.ru;http://76pz-kupan.edusite.ru;14;24,3;92,9;14;12,4;92,9;4;69,8;100;4;65;100;3;5;100;-;-;-;1;48;100;-;-;-;1;40;100;-;-;-;-;-;-;-;-;-;3;58,3;100;-;-;-;56.822011;38.664029
763121;Переславский;;Муниципальное образовательное учреждение Нагорьевская средняя общеобразовательная школа Переславского муниципального района Ярославской области;152030, Ярославская обл., Переславский р-н, с. Нагорье, ул. Запрудная, д.2б;Воробьева Надежда Николаевна;48535;46504;nagore2@rambler.ru;http://76pz-nagore.edusite.ru/;13;29,8;100;13;17,1;100;9;80;100;9;57;77,8;9;4,6;100;1;54;100;2;60,5;100;-;-;-;3;64,3;100;3;48,7;100;-;-;-;-;-;-;6;63,8;100;-;-;-;56.92198;38.256849
763122;Переславский;;Муниципальное образовательное учреждение Новская основная общеобразовательная школа Переславского муниципального района Ярославской области;152049, Ярославская обл., Переславский р-н, с. Новое, ул. Школьная, д.102;Сорокина Тамара Алексеевна;48535;40530;dvoryanf@rambler.ru;http://76pz-novoe.edusite.ru;4;30,8;100;4;16,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56.605122;38.626839
763126;Переславский;;муниципальное общеобразовательное учреждение Рязанцевская средняя общеобразовательная школа Переславского муниципального района;152006, Ярославская обл., Переславский р-н, пос. Рязанцево, ул. Большая Октябрьская, д.60;Сергеева Ирина Николаевна;48535;42169;ryazsosh@rambler.ru;http://76pz-ryazancevo.edusite.ru;11;35;100;11;22,4;100;3;65,7;100;3;51,7;100;3;4,7;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;57,3;100;-;-;-;56.713025;39.208174
763127;Переславский;;муниципальное образовательное учреждение Смоленская основная общеобразовательная школа Переславского муниципального района Ярославской области;152003, Ярославская обл., Переславский р-н, с. Смоленское, ул. Парковая, д.1;Питерцев Владимир Васильевич;48535;45139;smolenskshkola@yandex.ru;http://www.76pz-smolen.edusite.ru;6;31,5;100;6;19,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56.628208;39.17261
763128;Переславский;;Муниципальное образовательное учреждение Филимоновская основная общеобразовательная школа Переславского муниципального района Ярославской области;152005, Ярославская обл., Переславский р-н, с. Филимоново, ул. Овражная, д.8;Ордова Валентина Сергеевна;48535;43196;ordova@rambler.ru;http://76pz-filimon.edusite.ru;1;33;100;1;17;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56.775205;39.09805
763203;Пошехонский;;муниципальное бюджетное общеобразовательное учреждение Белосельская средняя школа;152871, Ярославская обл., Пошехонский р-н, с. Белое, ул. Федоровская, д.32 ;Скобелева Любовь Алексеевна;48546;32347;beloeshkola@mail.ru;http://76423s007.edusite.ru;12;33,5;100;13;17,5;100;5;68,8;100;5;53,6;100;-;-;-;-;-;-;-;-;-;1;42;100;-;-;-;1;50;100;-;-;-;-;-;-;5;58;100;-;-;-;58.381317;39.394233
763207;Пошехонский;;муниципальное бютжетное общеобразовательное учреждение Вощиковская основная школа им. А.И. Королева;152862, Ярославская обл., Пошехонский р-н, д. Вощиково, ул. Школьная, д.9;Хорошкова Маргарита Львовна;48546;31484;vochikovo1@yandex.ru;http://76423s009.edusite.ru;4;27,5;100;7;13;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.323711;39.102335
763214;Пошехонский;;муниципальное бюджетное общеобразовательное учреждение Ермаковская средняя школа;152853, Ярославская обл., Пошехонский р-н, д. Климовское, ул. Церковная, д.32;Вострилов Николай Валентинович;48546;32439;ermakposh@yandex.ru;http://76423s005.edusite.ru;6;33,2;100;6;16,7;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.60871;38.685022
763220;Пошехонский;;муниципальное бюджетное общеобразовательное учреждение Колодинская средняя школа;152885, Ярославская обл., Пошехонский р-н, с. Колодино, ул. Центральная, д.26;Кулакова Ирина Павловна;48546;44247;kolod0907@rambler.ru;http://76423s008.edusite.ru;3;31,3;100;3;19,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.787498;39.167103
763224;Пошехонский;;муниципальное бюджетное общеобразовательное учреждение Покров-Рогульская средняя школа;152878, Ярославская обл., Пошехонский р-н, с. Покров-Рогули, ул. Мирная, д.8;Соколова Татьяна Алексеевна;48546;45121;prsosh74@mail.ru;http://76423s013.edusite.ru;4;33,3;100;6;18,7;100;3;63,3;100;2;25;50;3;4;100;-;-;-;-;-;-;-;-;-;1;38;100;-;-;-;-;-;-;-;-;-;1;46;100;-;-;-;58.300461;39.631802
763226;Пошехонский;;муниципальное бюджетное общеобразовательное учреждение Пятницкая основная школа;152876, Ярославская обл., Пошехонский р-н, д. Холм, д.56;Серебряков Василий Николаевич;48546;31636;pjat_sh_pohs@mail.ru;http://76423s024.edusite.ru;1;36;100;2;16;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.287089;39.516791
763232;Пошехонский;;муниципальное бюджетное общеобразовательное учреждение Юдинская средняя школа;152883, Ярославская обл., Пошехонский р-н, д. Юдино, ул. Центральная, д.9;Васильева Елена Николаевна;48546;31142;judsoshramblerru07@rambler.ru;http://76423s027.edusite.ru;4;32,5;100;6;17,7;100;2;69;100;2;42;100;2;5;100;-;-;-;-;-;-;-;-;-;1;48;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.707938;39.299767
763309;Ростовский;;Муниципальное общеобразовательное учреждение Петровская средняя общеобразовательная школа;152130, Ярославская обл., Ростовский р-н, р.п. Петровское, ул. Пролетарская, д.49;Сайдаль Мария Васильевна;48536;40251;school-petrovsk@yandex.ru;http://petr-ros.edu.yar.ru/;49;31,4;100;49;16,7;100;16;70,1;100;16;45,2;81,3;3;3;100;4;48,5;100;4;67,3;100;1;59;100;4;79,5;100;2;48,5;100;-;-;-;-;-;-;8;54,4;75;2;53,5;100;57.01047;39.266304
763310;Ростовский;;Муниципальное общеобразовательное учреждение Семибратовская средняя общеобразовательная школа;152101, Ярославская обл., Ростовский р-н, пос. Семибратово, ул. Окружная, д.5;Лысюк Светлана Дмитриевна;48536;53288;semibratschool@mail.ru;http://semb-ros.edu.yar.ru;61;32,9;100;61;16,5;100;17;72,5;100;18;52,7;100;1;3;100;9;51;100;1;77;100;1;62;100;2;56;100;-;-;-;-;-;-;1;87;100;10;57,3;90;-;-;-;57.297465;39.545105
763311;Ростовский;;Муниципальное общеобразовательное учреждение Поречская средняя общеобразовательная школа;152128, Ярославская обл., Ростовский р-н, р.п. Поречье-Рыбное, ул. Пушкина, д.17а;Бражников Данил Александрович;48536;20136;porechie-shkola@mail.ru;http://porech-ros.edu.yar.ru;19;26,4;94,7;19;12,7;94,7;9;62,7;100;8;29,5;62,5;9;3,8;88,9;2;45,5;100;1;51;100;-;-;-;6;51,8;100;-;-;-;-;-;-;-;-;-;5;46,4;80;-;-;-;57.09625;39.389625
763313;Ростовский;;Муниципальное общеобразовательное учреждение Белогостицкая средняя общеобразовательная школа;152110, Ярославская обл., Ростовский р-н, с. Белогостицы, д.35;Менячихина Нина Николаевна;48536;22231;belog-school@mail.ru;http://belog-ros.edu.yar.ru;11;28,8;100;11;17,3;100;6;62,3;100;6;45,3;100;-;-;-;3;51,7;100;-;-;-;-;-;-;-;-;-;1;51;100;-;-;-;-;-;-;2;64;100;-;-;-;57.230504;39.498294
763314;Ростовский;;Муниципальное общеобразовательное учреждение Васильковская основная общеобразовательная школа;152116, Ярославская обл., Ростовский р-н, с. Васильково, д.29;Кастюкевич Марина Юрьевна;48536;92531;wasilkovo-school@rambler.ru;http://vasilkovo-sh.edu.yar.ru;2;27;100;2;9,5;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.20113;39.655356
763315;Ростовский;;Муниципальное общеобразовательное учреждение Вахрушевская основная общеобразовательная школа;152108, Ярославская обл., Ростовский р-н, д. Вахрушево, квартал В, д.2;Архипова Татьяна Сергеевна;48536;52191;p3vahr@edu.yar.ru;http://76206s018.edusite.ru;5;32,2;100;5;15,6;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.303625;39.585116
763316;Ростовский;;Муниципальное общеобразовательное учреждение Дмитриановская средняя общеобразовательная школа;152133, Ярославская обл., Ростовский р-н, с. Дмитриановское, ул. Кузьмина, д.39;Кузнецов Александр Николаевич;48536;41756;dmitrianovckoe@mail.ru;http://76206s024.edusite.ru;3;28,7;100;3;17,7;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.098807;39.144214
763319;Ростовский;;Муниципальное общеобразовательное учреждение Ишненская средняя общеобразовательная школа;152120, Ярославская обл., Ростовский р-н, пос. Ишня, ул. Школьная, д.4;Федотова Людмила Александровна;48536;29316;Ishnenskayashkola@yandex.ru;http://ishn-ros.edu.yar.ru;15;32,5;100;15;19,5;100;6;65,5;100;6;47,5;100;6;4,7;100;1;48;100;-;-;-;-;-;-;-;-;-;1;40;100;-;-;-;-;-;-;6;54,7;100;-;-;-;57.190884;39.35734
763321;Ростовский;;муниципальное общеобразовательное учреждение Карьерская основная общеобразовательная школа;152134, Ярославская обл., Ростовский р-н, пос. Горный, д.41;Иванова Екатерина Викторовна;48536;41543;karjerskay@mail.ru;http://76206s028.edusite.ru;4;33,3;100;4;16,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56.981886;39.145337
763323;Ростовский;;Муниципальное общеобразовательное учреждение Коленовская средняя общеобразовательная школа;152137, Ярославская обл., Ростовский р-н, д. Коленово, ул. Заводская, д.15;Стрижакова Надежда Алексеевна;48536;43432;kolenovo@list.ru;http://kolenovo-ros.edu.yar.ru;10;29,1;100;10;13,1;100;8;61,9;100;7;31;57,1;5;3,4;80;1;46;100;2;48,5;50;-;-;-;1;67;100;-;-;-;-;-;-;-;-;-;6;39,3;50;-;-;-;56.953923;39.19293
763325;Ростовский;;Муниципальное общеобразовательное учреждение Марковская основная общеобразовательная школа;152123, Ярославская обл., Ростовский р-н, с. Марково, д.15А;Сергеева Елена Владимировна;48536;22357;markovo5@mail.ru;http://markov-ros.edu.yar.ru/;4;30,8;100;4;12,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.313392;39.352812
763328;Ростовский;;Муниципальное общеобразовательное учреждение Скнятиновская основная общеобразовательная школа;152127, Ярославская обл., Ростовский р-н, с. Скнятиново, д.132;Новожилова Наталья Михайловна;48536;21143;sknyashco@mail.ru;http://76206s026.edusite.ru;3;24;100;3;12,7;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.081754;39.334001
763330;Ростовский;;Муниципальное общеобразовательное учреждение Татищевская основная общеобразовательная школа;"152105, Ярославская обл., Ростовский р-н, с. Татищев Погост, д.10""а""";Старикова Ирина Ивановна;48536;52523;tatshkol@mail.ru;http://76206s027.edusite.ru;2;29;100;2;12,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.334584;39.470132
763331;Ростовский;;Муниципальное общеобразовательное учреждение Угодичская основная общеобразовательная школа;152112, Ярославская обл., Ростовский р-н, с. Угодичи, ул. Прудная, д.29;Карякина Елена Геннадьевна;48536;21619;ugosh@yandex.ru;http://ugod-ros.edu.yar.ru;11;30,9;100;11;15;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.161742;39.514769
763332;Ростовский;;Муниципальное общеобразовательное учреждение Хмельниковская средняя общеобразовательная школа;152131, Ярославская обл., Ростовский р-н, пос. Хмельники, ул. Заводская, д.40;Мироненко Татьяна Викторовна;48536;43535;miv53@yandex.ru;http://hmel-ros.edu.yar.ru;7;34,1;100;7;17,1;100;6;64,8;100;6;52,8;100;1;4;100;1;46;100;1;50;100;1;46;100;2;55;100;-;-;-;-;-;-;-;-;-;2;60,5;100;-;-;-;56.941518;39.296775
763333;Ростовский;;Муниципальное общеобразовательное учреждение Чепоровская основная общеобразовательная школа;152135, Ярославская обл., Ростовский р-н, д. Чепорово, д.31;Демидова Людмила Васильевна;48536;41341;cheporovoshcola2006@rambler.ru;http://www.76206s019.edusite.ru;7;35,1;100;7;21,6;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.002397;39.010572
763334;Ростовский;;Муниципальное общеобразовательное учреждение Шурскольская средняя общеобразовательная школа;152124, Ярославская обл., Ростовский р-н, с. Шурскол, д.1а;Матвейчук Надежда Петровна;48536;26446;Shoorskol@yandex.ru;http://шурскол.рф;13;31,2;100;13;19,1;100;6;59;100;6;35,7;50;5;4,4;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;63,6;100;-;-;-;57.15278;39.290819
763335;Ростовский;;"муниципальное общеобразовательное учреждение ""Школа имени Евгения Родионова""";152121, Ярославская обл., Ростовский р-н, д. Судино, д.27;Тимофеева?Вера?Геннадьевна;48536;22498;shkola-sudino@mail.ru;http://kadetskaja-shkola.narod.ru/;14;27,8;100;14;14,9;100;3;59;100;2;39;50;2;3;100;-;-;-;1;53;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;39,7;33,3;1;43;100;57.207409;39.288556
763449;Рыбинский;;муниципальное общеобразовательное учреждение Арефинская средняя общеобразовательная школа;152954, Ярославская обл., Рыбинский р-н, с. Арефино, ул. Механизации, д.39;Мошкова Светлана Александровна;4855;230235;arefino-school@yandex.ru;http://www.76310s002.edusite.ru;7;34,9;100;7;19,1;100;8;71,4;100;3;39;100;5;3,6;100;-;-;-;2;51;100;-;-;-;3;65;100;2;44,5;100;-;-;-;-;-;-;3;56,3;100;1;57;100;58.235779;39.24408
763450;Рыбинский;;муниципальное образовательное учреждение Болтинская средняя общеобразовательная школа;152978, Ярославская обл., Рыбинский р-н, пос. Судоверфь, ул. Судостроительная, д.25а;Рыбакова Ирина Владимировна;4855;295903;dorogovavn@mail.ru;http://76310s003.edusite.ru;15;31,5;100;15;16,5;100;22;71,4;100;20;48,7;90;3;3,7;100;6;47;100;1;69;100;3;57;100;4;63,5;100;6;52,8;100;2;56,5;100;-;-;-;15;58,3;93,3;-;-;-;58.113836;38.645443
763453;Рыбинский;;муниципальное общеобразовательное учреждение Глебовская средняя общеобразовательная школа;152971, Ярославская обл., Рыбинский р-н, с. Глебово, ул. Школьная, д.13;Трофимова Инна Алимгазымовна ;4855;231322;p3glebov@edu.yar.ru;http://www.76310s004.edusite.ru;6;33,7;100;6;15,7;100;5;64,2;100;3;54,7;100;2;3,5;100;1;51;100;-;-;-;-;-;-;-;-;-;1;60;100;1;47;100;-;-;-;4;57,3;100;-;-;-;58.00809;38.444561
763454;Рыбинский;;муниципальное образовательное учреждение Ермаковская средняя общеобразовательная школа;152968, Ярославская обл., Рыбинский р-н, пос. Ермаково, д.18;Климагина Татьяна Валентиновна;4855;258415;ktv415@mail.ru;http://ermak.edu.yar.ru;15;30,4;100;15;14,5;100;4;51;100;2;13,5;50;4;3,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.009435;39.018208
763455;Рыбинский;;муниципальное образовательное учреждение Каменниковская средняя общеобразовательная школа;152959, Ярославская обл., Рыбинский р-н, пос. Каменники, ул. Школьная, д.13;Силанова Надежда Анатольевна;4855;595504;rybcamenn@rambler.ru;http://www.76310s006.edusite.ru;24;33,6;100;24;16,7;100;9;72;100;8;48;100;1;4;100;3;45;100;2;71;100;-;-;-;4;63;100;2;45,5;100;-;-;-;1;41;100;6;54,2;100;-;-;-;58.152832;38.666634
763457;Рыбинский;;муниципальное образовательное учреждение Ломовская средняя общеобразовательная школа;152962, Ярославская обл., Рыбинский р-н, пос. Дюдьково, д.16;Винокурова Екатерина Алексеевна;4855;257534;lomschool@yandex.ru;http://76310s007.edusite.ru;7;32,9;100;7;17,1;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.967307;39.232078
763459;Рыбинский;;муниципальное общеобразовательное учреждение Милюшинская средняя общеобразовательная школа ;152952, Ярославская обл., Рыбинский р-н, д. Милюшино, ул. Приморская, д.13;Козлова Ирина Геннадьевна;4855;258648;school-milushino@rambler.ru;http://www.76310s008.edusite.ru;10;32,8;100;10;15,9;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.292582;38.873175
763462;Рыбинский;;муниципальное общеобразовательное учреждение Николо-Кормская средняя общеобразовательная школа;152986, Ярославская обл., Рыбинский р-н, с. Никольское, ул. Мира, д.18;Рыжова Татьяна Геннадьевна ;4855;233739;sh_nik_korm@mail.ru;http://76310s009.edusite.ru;6;34,3;100;6;17,8;100;3;68,3;100;2;54,5;100;1;4;100;1;52;100;-;-;-;-;-;-;-;-;-;2;48,5;100;-;-;-;-;-;-;3;60;100;-;-;-;57.906223;38.556896
763463;Рыбинский;;муниципальное образовательное учреждение Октябрьская средняя общеобразовательная школа;152961, Ярославская обл., Рыбинский р-н, пос. Октябрьский, д.29а;Смолина Надежда Витальевна;4855;256776;sosh_okt@inbox.ru;http://76310s010.edusite.ru;13;32,2;100;13;16,7;100;14;81;100;10;51,6;100;4;4,5;100;1;53;100;2;61;100;1;62;100;3;66,7;100;2;78;100;-;-;-;1;67;100;11;64;100;-;-;-;57.98541;39.106108
763464;Рыбинский;;муниципальное образовательное учреждение Песоченская средняя общеобразовательная школа;152963, Ярославская обл., Рыбинский р-н, пос. Песочное, ул. Первомайская, д.1а ;Сенченко Сергей Александрович;4855;257284;Peso05@yandex.ru;http://76310s011.edusite.ru;9;33,8;100;9;13,6;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.010431;39.166412
763466;Рыбинский;;муниципальное общеобразовательное учреждение Покровская основная общеобразовательная школа ;152973, Ярославская обл., Рыбинский р-н, пос. Искра Октября, ул. Молодежная, д.36;Калмыкова Ольга Николаевна;4855;236110;obrpokrovschool@yandex.ru;http://76310s020.edusite.ru;11;30;100;11;16,6;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.01344;38.769698
763468;Рыбинский;;муниципальное общеобразовательное учреждение Сретенская средняя общеобразовательная школа;152984, Ярославская обл., Рыбинский р-н, с. Сретенье, д.68;Свиткова Антонина Алексеевна;4855;235433;sretenskayasosh@mail.ru;http://www.76310s012.edusite.ru;4;30,5;100;4;14,3;100;4;71,3;100;4;47,8;100;4;4,5;100;2;44,5;100;-;-;-;-;-;-;2;48,5;100;-;-;-;-;-;-;-;-;-;3;54;100;-;-;-;57.927539;38.806232
763469;Рыбинский;;муниципальное общеобразовательное учреждение Тихменевская средняя общеобразовательная школа;152980, Ярославская обл., Рыбинский р-н, пос. Тихменево, ул. Тугаринова, д.18;Фомина Любовь Викторовна;4855;259703;tihmenevoschool@mail.ru;http://www.76310s013.edusite.ru;8;33,3;100;8;17,6;100;8;67,3;100;5;41,6;100;3;3,3;100;2;51,5;100;-;-;-;-;-;-;-;-;-;4;50,8;100;-;-;-;-;-;-;7;52,4;85,7;-;-;-;57.990276;38.614819
763470;Рыбинский;;муниципальное общеобразовательное учреждение Шашковская средняя общеобразовательная школа;152964, Ярославская обл., Рыбинский р-н, пос. Шашково, ул. Молодежная, д.4;Костылева Елена Юрьевна;4855;237487;sha763470@yandex.ru;http://www.76310s014.edusite.ru;5;30,8;100;5;17,2;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.011666;39.193702
763509;Тутаевский;;муниципальное образовательное учреждение  Великосельская основная общеобразовательная школа;152307, Ярославская обл., Тутаевский р-н,  д. Великое Село, ул. Солнечная, д.1а;Орлов Геннадий Владимирович;48533;45436;vel_school@mail.ru;http://76307s025.edusite.ru;2;25,5;100;2;11,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.0948;39.617537
763512;Тутаевский;;муниципальное образовательное учреждение Емишевская основная общеобразовательная школа;152300, Ярославская обл., Тутаевский р-н, д. Емишево, ул. Центральная, д.20;Паутова Любовь Борисовна;48533;45853;emishevo_school@mail.ru;http://emish-tmr.edu.yar.ru;7;33;100;7;12,6;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.898504;39.405085
763514;Тутаевский;;муниципальное образовательное учреждение Константиновская средняя общеобразовательная школа;152321, Ярославская обл., Тутаевский р-н, пос. Константиновский, ул. Садовая, д.8 ;Чепурна Елена Павловна;48533;79353;ksosh06@yandex.ru;http://76307s015.edusite.ru;14;30,1;100;14;16,5;100;10;78,4;100;6;70,7;100;10;4,8;100;-;-;-;-;-;-;-;-;-;3;51,3;100;3;61,3;100;-;-;-;1;97;100;8;70,5;100;1;50;100;57.830705;39.585655
763520;Тутаевский;;муниципальное образовательное учреждение Павловская основная общеобразовательная школа имени А.К.Васильева;152308, Ярославская обл., Тутаевский р-н, п/о Урдома, д. Павловское, ул. Школьная, д.6;Крепкова Светлана Владимировна;48533;45235;spawl93@mail.ru;http://www.76307s021.edusite.ru;7;29,6;100;7;14,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.942256;39.585098
763521;Тутаевский;;муниципальное образовательное учреждение Першинская основная общеобразовательная школа;152311, Ярославская обл., Тутаевский р-н, д. Першино, ул. Молодежная, д.14;Филипенкова Нина Алексеевна;48533;41116;peroosh@mail.ru;http://persh-tmr.edu.yar.ru;4;32,5;100;4;17,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.109329;39.470393
763524;Тутаевский;;муниципальное образовательное учреждение Савинская основная общеобразовательная школа;152313, Ярославская обл., Тутаевский р-н, с. Савинское, ул. Новая, д.17;Клявузова Татьяна Геннадьевна;48533;41217;tmrsavino_07@mail.ru;http://www.76307s032.edusite.ru;1;36;100;1;12;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.941038;39.369772
763527;Тутаевский;;муниципальное образовательное учреждение Фоминская средняя общеобразовательная школа;152309, Ярославская обл., Тутаевский р-н, пос. Фоминское, ул. Центральная, д.39;Мохова Лариса Николаевна;48533;40077;fom.school@list.ru;http://fom-tut.edu.yar.ru;32;27,9;100;32;13,8;100;13;65,2;100;7;44,1;100;13;4,5;100;3;49,7;100;1;34;0;-;-;-;2;47;100;4;55,3;100;-;-;-;1;70;100;9;55;88,9;-;-;-;57.839147;39.580526
763528;Тутаевский;;Муниципальное образовательное учреждение Чебаковская средняя общеобразовательная школа;152335, Ярославская обл., Тутаевский р-н, пос. Чебаково, ул. Школьная, д.5;Родина Ольга Владимировна;48533;44660;chebsosh@mail.ru;http://cheb-tmr.edu.yar.ru;5;32,6;100;5;19,4;100;3;43,7;66,7;-;-;-;3;2,7;66,7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.751488;39.550271
763529;Тутаевский;;муниципальное образовательное учреждение Ченцевская средняя общеобразовательная школа;152302, Ярославская обл., Тутаевский р-н, д. Ченцы, ул. Звездная, д.2;Копрова Елена Николаевна;48533;74285;tmrchency@mail.ru;http://www.76307s024.edusite.ru;2;32,5;100;2;16,5;100;1;65;100;1;45;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;57;100;-;-;-;57.870375;39.871544
763617;Угличский;;Муниципальное общеобразовательное учреждение Василёвская средняя общеобразовательная школа;152636, Ярославская обл., Угличский р-н, с. Василёво, ул. Школьная, д.2;Иванова Ольга Юрьевна;48532;43448;vasilevo1866@mail.ru;http://76204s024.edusite.ru;-;-;-;-;-;-;2;50,5;100;-;-;-;2;4;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.236963;38.58469
